Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
S1,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0.0425,0.084,0.297,0.5105,0.671,0.8315,0.8965,0.9615,0.977,0.9925,0.996,1,0.9965,0.993,0.9775,0.962,0.9365,0.911,0.8775,0.8435,0.7935,0.7435,0.654,0.564,0.4325,0.301,0.1815,0.062,0.0325,0.0025,0.002,0.0015,0.0005,0,0,0
