Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
W1,0.77,0.77,0.73,0.695,0.665,0.64,0.615,0.59,0.575,0.56,0.545,0.53,0.505,0.48,0.45,0.425,0.405,0.39,0.38,0.37,0.375,0.38,0.41,0.435,0.465,0.495,0.525,0.56,0.6,0.645,0.685,0.73,0.765,0.8,0.84,0.885,0.93,0.97,0.985,1,0.98,0.96,0.93,0.9,0.875,0.85,0.82,0.79
