Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
W1,1771.0,1771.0,1679.0,1598.5,1529.5,1472.0,1414.5,1357.0,1322.5,1288.0000000000002,1253.5,1219.0,1161.5,1104.0,1035.0,977.5,931.5000000000001,897.0,874.0,851.0,862.5,874.0,943.0,1000.5,1069.5,1138.5,1207.5,1288.0000000000002,1380.0,1483.5,1575.5000000000002,1679.0,1759.5,1840.0,1932.0,2035.5,2139.0,2231.0,2265.5,2300,2254.0,2208.0,2139.0,2070.0,2012.5,1955.0,1886.0,1817.0
