Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
S1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,8.5,16.8,59.4,102.1,134.20000000000002,166.3,179.29999999999998,192.3,195.4,198.5,199.2,200,199.3,198.6,195.5,192.4,187.3,182.20000000000002,175.5,168.70000000000002,158.7,148.70000000000002,130.8,112.79999999999998,86.5,60.199999999999996,36.3,12.4,6.5,0.5,0.4,0.3,0.1,0,0,0
